bucket_start_bps,bucket_end_bps,count
-100,-90,3
-30,-20,1
-20,-10,2
-10,0,6
0,10,74
10,20,253
20,30,197
30,40,146
40,50,115
50,60,169
60,70,604
70,80,465
80,90,345
90,100,231
100,110,211
110,120,215
120,130,141
130,140,314
140,150,348
150,160,124
160,170,55
170,180,48
180,190,120
190,200,64
200,210,14
210,220,13
220,230,5
230,240,8
240,250,2
250,260,5
260,270,6
280,290,7
290,300,3
300,310,3
310,320,4
320,330,3
330,340,2
360,370,3
370,380,2
