bucket_start_bps,bucket_end_bps,count
-30,-20,2
-20,-10,2
-10,0,16
0,10,100
10,20,89
20,30,70
30,40,22
40,50,16
50,60,14
60,70,10
70,80,6
80,90,2
110,120,2
120,130,4
130,140,2
170,180,2
190,200,2
260,270,2
310,320,2
410,420,2
