bucket_start_bps,bucket_end_bps,count
-1180,-1170,1
-20,-10,1
-10,0,9
0,10,16
10,20,22
20,30,10
30,40,1
40,50,1
50,60,4
60,70,4
90,100,1
1180,1190,1
