bucket_start_bps,bucket_end_bps,count
-250,-240,2
-80,-70,1
-70,-60,2
-60,-50,2
-50,-40,2
-20,-10,5
-10,0,29
0,10,92
10,20,216
20,30,603
30,40,427
40,50,95
50,60,36
60,70,97
70,80,151
80,90,181
90,100,55
100,110,30
110,120,15
120,130,8
130,140,11
140,150,2
150,160,3
160,170,1
170,180,3
180,190,6
190,200,10
200,210,2
210,220,5
220,230,2
230,240,1
240,250,3
260,270,1
270,280,1
290,300,1
300,310,1
320,330,1
330,340,2
370,380,2
380,390,2
420,430,1
430,440,1
4990,5000,1
5000,5010,1
5010,5020,1
