bucket_start_bps,bucket_end_bps,count
-98280,-98270,2
-50,-40,4
-30,-20,6
-20,-10,30
-10,0,84
0,10,289
10,20,200
20,30,114
30,40,84
40,50,34
50,60,20
60,70,14
70,80,12
80,90,12
90,100,6
100,110,2
110,120,6
120,130,2
130,140,2
140,150,2
150,160,4
160,170,12
180,190,2
190,200,4
200,210,2
280,290,2
310,320,2
320,330,4
390,400,2
550,560,2
830,840,2
900,910,2
1030,1040,2
1400,1410,2
9610,9620,2
