bucket_start_bps,bucket_end_bps,count
-40,-30,1
-20,-10,3
-10,0,13
0,10,24
10,20,8
20,30,8
30,40,3
40,50,2
50,60,1
60,70,1
70,80,1
90,100,1
100,110,1
110,120,2
120,130,2
130,140,1
150,160,1
170,180,1
230,240,1
