bucket_start_bps,bucket_end_bps,count
-200,-190,2
-80,-70,1
-70,-60,2
-50,-40,5
-40,-30,13
-30,-20,8
-20,-10,26
-10,0,130
0,10,350
10,20,1093
20,30,986
30,40,290
40,50,218
50,60,445
60,70,1172
70,80,3292
80,90,1749
90,100,360
100,110,117
110,120,66
120,130,33
130,140,24
140,150,12
150,160,3
160,170,4
170,180,17
180,190,65
190,200,85
200,210,27
210,220,9
220,230,4
230,240,3
240,250,2
250,260,2
260,270,1
270,280,2
280,290,1
290,300,3
300,310,1
310,320,1
320,330,1
330,340,1
510,520,1
